,d,r,c
15549,61,0,103
15550,62,0,103
15551,63,0,103
15552,64,0,103
15553,67,0,103
15554,69,0,103
15555,70,0,103
15556,71,0,103
15557,73,0,103
15558,76,0,103
15559,78,0,103
15560,79,0,103
15561,80,0,103
15562,81,0,103
15563,83,0,103
15564,85,0,103
15565,86,0,103
15566,88,0,103
15567,91,0,103
15568,92,0,103
15569,93,0,103
15570,94,0,103
15571,95,0,103
15572,97,0,103
15573,99,0,103
15574,100,0,103
15575,103,0,103
15576,105,0,103
15577,107,0,103
15578,114,0,103
15579,116,0,103
15580,119,0,103
15581,121,0,103
15582,122,0,103
15583,123,0,103
15584,125,0,103
15585,126,0,103
15586,127,0,103
15587,129,0,103
15588,130,0,103
15589,131,0,103
15590,132,0,103
15591,136,0,103
15592,140,0,103
15593,141,0,103
15594,142,0,103
15595,143,0,103
15596,144,0,103
15597,146,0,103
15598,147,0,103
15599,151,0,103
15600,153,0,103
15601,156,0,103
15602,157,0,103
15603,158,0,103
15604,166,0,103
15605,167,0,103
15606,172,0,103
15607,179,0,103
15608,181,0,103
15609,182,0,103
15610,183,0,103
15611,184,0,103
15612,185,0,103
15613,186,0,103
15614,188,0,103
15615,189,0,103
15616,190,0,103
15617,192,0,103
15618,193,0,103
15619,194,0,103
15620,195,0,103
15621,198,0,103
15622,200,0,103
15623,201,0,103
15624,202,0,103
15625,203,0,103
15626,204,0,103
15627,206,0,103
15628,207,0,103
15629,209,0,103
15630,210,0,103
15631,213,0,103
15632,214,0,103
15633,218,0,103
15634,221,0,103
15635,223,0,103
15636,224,0,103
15637,225,0,103
15638,226,0,103
15639,227,0,103
15640,229,0,103
15641,230,0,103
15642,231,0,103
15643,232,0,103
15644,234,0,103
15645,235,0,103
15646,236,0,103
15647,238,0,103
15648,242,0,103
15649,248,0,103
15650,252,0,103
15651,254,0,103
15652,255,0,103
15653,256,0,103
15654,257,0,103
15655,258,0,103
15656,259,0,103
15657,262,0,103
15658,267,0,103
15659,268,0,103
15660,269,0,103
15661,270,0,103
15662,271,0,103
15663,272,0,103
15664,274,0,103
15665,276,0,103
15666,278,0,103
15667,279,0,103
15668,281,0,103
15669,283,0,103
15670,284,0,103
15671,285,0,103
15672,286,0,103
15673,297,0,103
15674,298,0,103
15675,301,0,103
15676,305,0,103
15677,306,0,103
15678,314,1,103
15679,321,0,103
15680,323,0,103
15681,324,0,103
15682,334,0,103
15683,337,0,103
15684,1,0,104
15685,4,1,104
15686,5,1,104
15687,17,1,104
15688,19,1,104
15689,21,1,104
15690,22,1,104
15691,24,1,104
15692,27,0,104
15693,28,1,104
15694,33,1,104
15695,37,0,104
15696,39,0,104
15697,41,1,104
15698,42,0,104
15699,44,0,104
15700,54,0,104
15701,55,0,104
15702,56,0,104
15703,57,0,104
15704,58,0,104
15705,59,0,104
15706,60,0,104
15707,64,0,104
15708,65,0,104
15709,67,0,104
15710,70,0,104
15711,73,0,104
15712,79,0,104
15713,80,0,104
15714,81,0,104
15715,83,0,104
15716,85,0,104
15717,86,0,104
15718,88,0,104
15719,91,0,104
15720,93,0,104
15721,94,0,104
15722,95,0,104
15723,96,0,104
15724,99,0,104
15725,103,0,104
15726,105,0,104
15727,106,0,104
15728,112,0,104
15729,115,0,104
15730,117,0,104
15731,119,0,104
15732,121,0,104
15733,122,0,104
15734,127,0,104
15735,140,0,104
15736,160,0,104
15737,162,1,104
15738,167,0,104
15739,171,0,104
15740,172,0,104
15741,177,1,104
15742,179,0,104
15743,180,0,104
15744,181,0,104
15745,183,0,104
15746,184,0,104
15747,186,0,104
15748,188,0,104
15749,189,0,104
15750,190,0,104
15751,191,0,104
15752,192,0,104
15753,193,0,104
15754,194,0,104
15755,197,0,104
15756,198,0,104
15757,200,0,104
15758,202,0,104
15759,204,0,104
15760,207,0,104
15761,209,0,104
15762,210,0,104
15763,213,0,104
15764,214,0,104
15765,217,0,104
15766,218,0,104
15767,219,0,104
15768,220,0,104
15769,221,0,104
15770,223,0,104
15771,224,0,104
15772,225,0,104
15773,226,0,104
15774,228,0,104
15775,229,0,104
15776,230,0,104
15777,231,0,104
15778,232,0,104
15779,233,0,104
15780,235,0,104
15781,236,0,104
15782,238,0,104
15783,239,0,104
15784,240,0,104
15785,242,0,104
15786,244,0,104
15787,245,0,104
15788,246,0,104
15789,247,0,104
15790,249,0,104
15791,252,0,104
15792,286,0,104
15793,294,0,104
15794,296,0,104
15795,297,0,104
15796,298,0,104
15797,301,0,104
15798,304,0,104
15799,305,0,104
15800,307,0,104
15801,308,0,104
15802,313,0,104
15803,322,0,104
15804,323,0,104
15805,325,0,104
15806,327,0,104
15807,329,0,104
15808,331,0,104
15809,333,0,104
15810,335,0,104
15811,2,1,105
15812,3,0,105
15813,4,1,105
15814,5,1,105
15815,7,1,105
15816,9,1,105
15817,10,1,105
15818,11,1,105
15819,12,1,105
15820,17,1,105
15821,19,1,105
15822,20,1,105
15823,21,1,105
15824,22,1,105
15825,24,1,105
15826,28,1,105
15827,30,1,105
15828,33,1,105
15829,37,0,105
15830,42,0,105
15831,44,0,105
15832,49,1,105
15833,50,1,105
15834,58,0,105
15835,60,0,105
15836,62,0,105
15837,63,0,105
15838,64,0,105
15839,65,0,105
15840,67,0,105
15841,69,0,105
15842,70,0,105
15843,71,0,105
15844,72,0,105
15845,73,0,105
15846,75,0,105
15847,79,0,105
15848,80,0,105
15849,83,0,105
15850,85,0,105
15851,88,0,105
15852,91,0,105
15853,93,0,105
15854,94,0,105
15855,95,0,105
15856,99,0,105
15857,100,0,105
15858,101,0,105
15859,103,0,105
15860,105,0,105
15861,109,0,105
15862,112,0,105
15863,113,0,105
15864,114,0,105
15865,116,0,105
15866,117,0,105
15867,118,0,105
15868,119,0,105
15869,121,0,105
15870,123,0,105
15871,125,0,105
15872,126,0,105
15873,127,0,105
15874,131,0,105
15875,132,0,105
15876,134,0,105
15877,136,0,105
15878,137,0,105
15879,138,0,105
15880,142,0,105
15881,144,0,105
15882,146,0,105
15883,147,0,105
15884,151,0,105
15885,153,0,105
15886,156,0,105
15887,157,0,105
15888,158,0,105
15889,161,1,105
15890,162,1,105
15891,168,0,105
15892,177,1,105
15893,183,0,105
15894,185,0,105
15895,186,0,105
15896,191,0,105
15897,192,0,105
15898,193,0,105
15899,198,0,105
15900,200,0,105
15901,201,0,105
15902,202,0,105
15903,203,0,105
15904,206,0,105
15905,207,0,105
15906,218,0,105
15907,220,0,105
15908,221,0,105
15909,223,0,105
15910,224,0,105
15911,225,0,105
15912,226,0,105
15913,228,0,105
15914,229,0,105
15915,230,0,105
15916,232,0,105
15917,233,0,105
15918,235,0,105
15919,236,0,105
15920,237,0,105
15921,238,0,105
15922,242,0,105
15923,248,0,105
15924,252,0,105
15925,254,0,105
15926,258,0,105
15927,259,0,105
15928,260,0,105
15929,261,0,105
15930,262,0,105
15931,264,0,105
15932,266,0,105
15933,267,0,105
15934,268,0,105
15935,269,0,105
15936,270,0,105
15937,271,0,105
15938,272,0,105
15939,274,0,105
15940,275,0,105
15941,276,0,105
15942,277,0,105
15943,278,0,105
15944,279,0,105
15945,281,0,105
15946,283,0,105
15947,284,0,105
15948,285,0,105
15949,286,0,105
15950,297,0,105
15951,301,0,105
15952,302,0,105
15953,314,1,105
15954,329,0,105
15955,333,0,105
15956,13,0,106
15957,15,0,106
15958,16,0,106
15959,27,0,106
15960,28,1,106
15961,32,0,106
15962,37,0,106
15963,39,0,106
15964,44,0,106
15965,56,0,106
15966,58,0,106
15967,60,0,106
15968,61,0,106
15969,62,0,106
15970,63,0,106
15971,64,0,106
15972,65,0,106
15973,66,0,106
15974,67,0,106
15975,69,0,106
15976,70,0,106
15977,71,0,106
15978,72,0,106
15979,73,0,106
15980,75,0,106
15981,76,0,106
15982,77,0,106
15983,78,0,106
15984,79,0,106
15985,80,0,106
15986,81,0,106
15987,82,0,106
15988,83,0,106
15989,84,0,106
15990,85,0,106
15991,86,0,106
15992,87,0,106
15993,88,0,106
15994,89,0,106
15995,90,0,106
15996,91,0,106
15997,92,0,106
15998,93,0,106
15999,94,0,106
16000,95,0,106
16001,97,0,106
16002,98,0,106
16003,99,0,106
16004,100,0,106
16005,102,0,106
16006,103,0,106
16007,104,0,106
16008,105,0,106
16009,106,0,106
16010,107,0,106
16011,109,0,106
16012,110,0,106
16013,117,0,106
16014,119,0,106
16015,121,0,106
16016,127,0,106
16017,134,0,106
16018,140,0,106
16019,152,0,106
16020,153,0,106
16021,160,0,106
16022,163,0,106
16023,165,0,106
16024,166,0,106
16025,167,0,106
16026,169,0,106
16027,174,0,106
16028,177,1,106
16029,183,0,106
16030,184,0,106
16031,185,0,106
16032,186,0,106
16033,187,0,106
16034,189,0,106
16035,190,0,106
16036,191,0,106
16037,192,0,106
16038,193,0,106
16039,195,0,106
16040,196,0,106
16041,198,0,106
16042,199,0,106
16043,200,0,106
16044,201,0,106
16045,202,0,106
16046,203,0,106
16047,204,0,106
16048,206,0,106
16049,207,0,106
16050,208,0,106
16051,209,0,106
16052,210,0,106
16053,211,0,106
16054,212,0,106
16055,213,0,106
16056,214,0,106
16057,215,0,106
16058,216,0,106
16059,217,0,106
16060,218,0,106
16061,219,0,106
16062,220,0,106
16063,221,0,106
16064,222,0,106
16065,223,0,106
16066,224,0,106
16067,225,0,106
16068,226,0,106
16069,227,0,106
16070,228,0,106
16071,229,0,106
16072,230,0,106
16073,231,0,106
16074,232,0,106
16075,235,0,106
16076,236,0,106
16077,237,0,106
16078,238,0,106
16079,239,0,106
16080,240,0,106
16081,241,0,106
16082,242,0,106
16083,243,0,106
16084,244,0,106
16085,247,0,106
16086,249,0,106
16087,250,0,106
16088,252,0,106
16089,254,0,106
16090,261,0,106
16091,280,0,106
16092,286,0,106
16093,294,0,106
16094,295,0,106
16095,297,0,106
16096,301,0,106
16097,302,0,106
16098,303,0,106
16099,304,0,106
16100,305,0,106
16101,306,0,106
16102,307,0,106
16103,308,0,106
16104,311,0,106
16105,312,0,106
16106,313,0,106
16107,329,0,106
16108,330,0,106
16109,331,0,106
16110,333,0,106
16111,335,0,106
16112,337,0,106
16113,0,1,107
16114,2,1,107
16115,4,1,107
16116,5,1,107
16117,6,1,107
16118,7,1,107
16119,9,1,107
16120,11,1,107
16121,13,0,107
16122,19,1,107
16123,20,1,107
16124,21,1,107
16125,22,1,107
16126,24,1,107
16127,28,1,107
16128,30,1,107
16129,33,1,107
16130,34,1,107
16131,37,0,107
16132,40,1,107
16133,44,0,107
16134,45,1,107
16135,46,0,107
16136,49,1,107
16137,50,1,107
16138,54,0,107
16139,58,0,107
16140,59,0,107
16141,60,0,107
16142,61,0,107
16143,62,0,107
16144,63,0,107
16145,64,0,107
16146,65,0,107
16147,67,0,107
16148,70,0,107
16149,71,0,107
16150,72,0,107
16151,73,0,107
16152,75,0,107
16153,78,0,107
16154,79,0,107
16155,80,0,107
16156,85,0,107
16157,88,0,107
16158,89,0,107
16159,91,0,107
16160,92,0,107
16161,95,0,107
16162,99,0,107
16163,100,0,107
16164,105,0,107
16165,118,0,107
16166,121,0,107
16167,122,0,107
16168,123,0,107
16169,125,0,107
16170,126,0,107
16171,129,0,107
16172,131,0,107
16173,132,0,107
16174,136,0,107
16175,138,0,107
16176,140,0,107
16177,141,0,107
16178,144,0,107
16179,146,0,107
16180,147,0,107
16181,157,0,107
16182,158,0,107
16183,162,1,107
16184,166,0,107
16185,167,0,107
16186,174,0,107
16187,175,0,107
16188,177,1,107
16189,183,0,107
16190,185,0,107
16191,186,0,107
16192,188,0,107
16193,190,0,107
16194,192,0,107
16195,193,0,107
16196,195,0,107
16197,196,0,107
16198,197,0,107
16199,198,0,107
16200,199,0,107
16201,200,0,107
16202,201,0,107
16203,202,0,107
16204,203,0,107
16205,206,0,107
16206,208,0,107
16207,209,0,107
16208,210,0,107
16209,218,0,107
16210,220,0,107
16211,221,0,107
16212,223,0,107
16213,224,0,107
16214,225,0,107
16215,226,0,107
16216,228,0,107
16217,229,0,107
16218,230,0,107
16219,232,0,107
16220,236,0,107
16221,238,0,107
16222,248,0,107
16223,250,0,107
16224,252,0,107
16225,254,0,107
16226,255,0,107
16227,258,0,107
16228,259,0,107
16229,262,0,107
16230,267,0,107
16231,268,0,107
16232,269,0,107
16233,270,0,107
16234,271,0,107
16235,272,0,107
16236,276,0,107
16237,277,0,107
16238,278,0,107
16239,281,0,107
16240,283,0,107
16241,285,0,107
16242,297,0,107
16243,298,0,107
16244,299,0,107
16245,301,0,107
16246,302,0,107
16247,314,1,107
16248,327,0,107
16249,0,1,108
16250,2,1,108
16251,4,1,108
16252,7,1,108
16253,8,1,108
16254,9,1,108
16255,10,1,108
16256,11,1,108
16257,13,1,108
16258,14,1,108
16259,16,1,108
16260,17,1,108
16261,19,1,108
16262,20,1,108
16263,21,1,108
16264,22,1,108
16265,23,1,108
16266,25,1,108
16267,27,0,108
16268,30,1,108
16269,32,0,108
16270,33,1,108
16271,34,1,108
16272,38,1,108
16273,40,1,108
16274,41,1,108
16275,42,1,108
16276,49,1,108
16277,53,1,108
16278,54,0,108
16279,55,0,108
16280,58,0,108
16281,60,0,108
16282,62,0,108
16283,65,0,108
16284,67,0,108
16285,70,0,108
16286,73,0,108
16287,75,0,108
16288,80,0,108
16289,83,0,108
16290,85,0,108
16291,88,0,108
16292,90,0,108
16293,91,0,108
16294,93,0,108
16295,94,0,108
16296,95,0,108
16297,99,0,108
16298,100,0,108
16299,103,0,108
16300,123,0,108
16301,124,1,108
16302,125,0,108
16303,131,0,108
16304,157,0,108
16305,158,0,108
16306,161,1,108
16307,162,1,108
16308,163,1,108
16309,167,0,108
16310,171,0,108
16311,172,0,108
16312,173,1,108
16313,179,0,108
16314,181,0,108
16315,183,0,108
16316,186,0,108
16317,189,0,108
16318,192,0,108
16319,193,0,108
16320,198,0,108
16321,200,0,108
16322,202,0,108
16323,209,0,108
16324,218,0,108
16325,220,0,108
16326,221,0,108
16327,223,0,108
16328,224,0,108
16329,225,0,108
16330,226,0,108
16331,229,0,108
16332,231,0,108
16333,232,0,108
16334,236,0,108
16335,238,0,108
16336,242,0,108
16337,243,0,108
16338,248,0,108
16339,269,0,108
16340,270,0,108
16341,272,0,108
16342,276,0,108
16343,278,0,108
16344,281,0,108
16345,283,0,108
16346,286,0,108
16347,288,0,108
16348,301,0,108
16349,312,0,108
16350,319,0,108
16351,324,0,108
16352,329,0,108
16353,333,0,108
16354,4,1,109
16355,5,1,109
16356,6,0,109
16357,11,1,109
16358,12,1,109
16359,19,1,109
16360,20,1,109
16361,22,1,109
16362,28,1,109
16363,32,0,109
16364,33,1,109
16365,35,0,109
16366,36,0,109
16367,37,0,109
16368,42,0,109
16369,44,0,109
16370,47,0,109
16371,49,1,109
16372,58,0,109
16373,60,0,109
16374,62,0,109
16375,63,0,109
16376,64,0,109
16377,65,0,109
16378,67,0,109
16379,69,0,109
16380,71,0,109
16381,73,0,109
16382,74,0,109
16383,75,0,109
16384,78,0,109
16385,79,0,109
16386,80,0,109
16387,83,0,109
16388,85,0,109
16389,86,0,109
16390,88,0,109
16391,91,0,109
16392,92,0,109
16393,93,0,109
16394,94,0,109
16395,95,0,109
16396,99,0,109
16397,100,0,109
16398,101,0,109
16399,103,0,109
16400,105,0,109
16401,107,0,109
16402,108,0,109
16403,109,0,109
16404,112,0,109
16405,113,0,109
16406,114,0,109
16407,115,0,109
16408,116,0,109
16409,117,0,109
16410,118,0,109
16411,119,0,109
16412,120,0,109
16413,121,0,109
16414,122,0,109
16415,123,0,109
16416,125,0,109
16417,126,0,109
16418,127,0,109
16419,128,0,109
16420,129,0,109
16421,130,0,109
16422,131,0,109
16423,132,0,109
16424,134,0,109
16425,135,0,109
16426,136,0,109
16427,137,0,109
16428,138,0,109
16429,140,0,109
16430,141,0,109
16431,142,0,109
16432,143,0,109
16433,144,0,109
16434,145,0,109
16435,146,0,109
16436,147,0,109
16437,148,0,109
16438,149,0,109
16439,150,0,109
16440,151,0,109
16441,153,0,109
16442,155,0,109
16443,156,0,109
16444,157,0,109
16445,158,0,109
16446,159,0,109
16447,161,1,109
16448,162,1,109
16449,166,0,109
16450,168,0,109
16451,177,1,109
16452,183,0,109
16453,184,0,109
16454,185,0,109
16455,186,0,109
16456,188,0,109
16457,189,0,109
16458,192,0,109
16459,193,0,109
16460,195,0,109
16461,196,0,109
16462,197,0,109
16463,198,0,109
16464,200,0,109
16465,201,0,109
16466,202,0,109
16467,203,0,109
16468,206,0,109
16469,207,0,109
16470,208,0,109
16471,209,0,109
16472,210,0,109
16473,218,0,109
16474,221,0,109
16475,223,0,109
16476,224,0,109
16477,225,0,109
16478,226,0,109
16479,228,0,109
16480,229,0,109
16481,230,0,109
16482,231,0,109
16483,236,0,109
16484,241,0,109
16485,242,0,109
16486,243,0,109
16487,245,0,109
16488,248,0,109
16489,249,0,109
16490,250,0,109
16491,251,0,109
16492,252,0,109
16493,253,0,109
16494,254,0,109
16495,255,0,109
16496,256,0,109
16497,257,0,109
16498,258,0,109
16499,259,0,109
16500,260,0,109
16501,261,0,109
16502,262,0,109
16503,263,0,109
16504,264,0,109
16505,265,0,109
16506,266,0,109
16507,267,0,109
16508,268,0,109
16509,269,0,109
16510,270,0,109
16511,271,0,109
16512,272,0,109
16513,273,0,109
16514,274,0,109
16515,276,0,109
16516,277,0,109
16517,278,0,109
16518,279,0,109
16519,280,0,109
16520,281,0,109
16521,282,0,109
16522,283,0,109
16523,284,0,109
16524,285,0,109
16525,286,0,109
16526,297,0,109
16527,298,0,109
16528,301,0,109
16529,304,0,109
16530,308,0,109
16531,329,0,109
16532,339,0,109
16533,340,0,109
16534,2,1,110
16535,4,1,110
16536,7,1,110
16537,9,1,110
16538,11,1,110
16539,12,1,110
16540,13,0,110
16541,17,1,110
16542,20,1,110
16543,21,1,110
16544,22,1,110
16545,28,1,110
16546,30,1,110
16547,32,0,110
16548,33,1,110
16549,40,1,110
16550,44,0,110
16551,49,1,110
16552,52,0,110
16553,55,0,110
16554,58,0,110
16555,60,0,110
16556,62,0,110
16557,63,0,110
16558,64,0,110
16559,65,0,110
16560,67,0,110
16561,70,0,110
16562,72,0,110
16563,73,0,110
16564,79,0,110
16565,80,0,110
16566,83,0,110
16567,85,0,110
16568,88,0,110
16569,91,0,110
16570,92,0,110
16571,93,0,110
16572,94,0,110
16573,95,0,110
16574,96,0,110
16575,97,0,110
16576,99,0,110
16577,100,0,110
16578,101,0,110
16579,103,0,110
16580,105,0,110
16581,115,0,110
16582,117,0,110
16583,122,0,110
16584,123,0,110
16585,125,0,110
16586,129,0,110
16587,131,0,110
16588,134,0,110
16589,153,0,110
16590,157,0,110
16591,158,0,110
16592,166,0,110
16593,167,0,110
16594,171,0,110
16595,172,0,110
16596,173,1,110
16597,179,0,110
16598,181,0,110
16599,183,0,110
16600,186,0,110
16601,189,0,110
16602,192,0,110
16603,193,0,110
16604,195,0,110
16605,197,0,110
16606,198,0,110
16607,200,0,110
16608,201,0,110
16609,202,0,110
16610,203,0,110
16611,204,0,110
16612,206,0,110
16613,207,0,110
16614,208,0,110
16615,209,0,110
16616,210,0,110
16617,214,0,110
16618,218,0,110
16619,220,0,110
16620,221,0,110
16621,223,0,110
16622,224,0,110
16623,225,0,110
16624,226,0,110
16625,228,0,110
16626,229,0,110
16627,232,0,110
16628,233,0,110
16629,236,0,110
16630,237,0,110
16631,238,0,110
16632,243,0,110
16633,248,0,110
16634,269,0,110
16635,270,0,110
16636,271,0,110
16637,272,0,110
16638,274,0,110
16639,276,0,110
16640,277,0,110
16641,278,0,110
16642,279,0,110
16643,281,0,110
16644,283,0,110
16645,284,0,110
16646,286,0,110
16647,288,0,110
16648,289,1,110
16649,297,0,110
16650,298,0,110
16651,317,0,110
16652,318,0,110
16653,319,0,110
16654,320,0,110
16655,323,0,110
16656,324,0,110
16657,328,0,110
16658,329,0,110
16659,333,0,110
16660,337,0,110
16661,13,0,111
16662,14,0,111
16663,16,0,111
16664,17,1,111
16665,20,1,111
16666,26,0,111
16667,27,0,111
16668,32,0,111
16669,39,0,111
16670,46,0,111
16671,58,0,111
16672,60,0,111
16673,62,0,111
16674,63,0,111
16675,64,0,111
16676,65,0,111
16677,67,0,111
16678,70,0,111
16679,71,0,111
16680,72,0,111
16681,73,0,111
16682,74,0,111
16683,78,0,111
16684,79,0,111
16685,80,0,111
16686,81,0,111
16687,83,0,111
16688,85,0,111
16689,86,0,111
16690,88,0,111
16691,89,0,111
16692,90,0,111
16693,91,0,111
16694,92,0,111
16695,93,0,111
16696,94,0,111
16697,95,0,111
16698,96,0,111
16699,97,0,111
16700,98,0,111
16701,100,0,111
16702,105,0,111
16703,107,0,111
16704,112,0,111
16705,113,0,111
16706,114,0,111
16707,116,0,111
16708,118,0,111
16709,120,0,111
16710,121,0,111
16711,122,0,111
16712,125,0,111
16713,126,0,111
16714,127,0,111
16715,129,0,111
16716,130,0,111
16717,131,0,111
16718,132,0,111
16719,134,0,111
16720,135,0,111
16721,136,0,111
16722,138,0,111
16723,141,0,111
16724,142,0,111
16725,143,0,111
16726,144,0,111
16727,147,0,111
16728,166,0,111
16729,167,0,111
16730,168,0,111
16731,175,0,111
16732,177,1,111
16733,185,0,111
16734,193,0,111
16735,195,0,111
16736,197,0,111
16737,198,0,111
16738,200,0,111
16739,201,0,111
16740,202,0,111
16741,203,0,111
16742,204,0,111
16743,206,0,111
16744,207,0,111
16745,209,0,111
16746,210,0,111
16747,212,0,111
16748,213,0,111
16749,214,0,111
16750,216,0,111
16751,218,0,111
16752,221,0,111
16753,223,0,111
16754,224,0,111
16755,225,0,111
16756,226,0,111
16757,227,0,111
16758,228,0,111
16759,229,0,111
16760,230,0,111
16761,231,0,111
16762,232,0,111
16763,233,0,111
16764,234,0,111
16765,235,0,111
16766,236,0,111
16767,237,0,111
16768,238,0,111
16769,248,0,111
16770,250,0,111
16771,251,0,111
16772,252,0,111
16773,253,0,111
16774,254,0,111
16775,255,0,111
16776,256,0,111
16777,257,0,111
16778,258,0,111
16779,259,0,111
16780,260,0,111
16781,261,0,111
16782,262,0,111
16783,263,0,111
16784,264,0,111
16785,265,0,111
16786,266,0,111
16787,267,0,111
16788,268,0,111
16789,286,0,111
16790,301,0,111
16791,302,0,111
16792,304,0,111
16793,307,0,111
16794,312,0,111
16795,313,0,111
16796,329,0,111
16797,333,0,111
16798,334,0,111
16799,335,0,111
16800,336,0,111
16801,337,0,111
16802,339,0,111
16803,340,0,111
16804,0,1,112
16805,2,1,112
16806,3,0,112
16807,4,1,112
16808,11,1,112
16809,22,1,112
16810,27,0,112
16811,29,1,112
16812,30,1,112
16813,31,1,112
16814,32,0,112
16815,33,1,112
16816,36,0,112
16817,44,1,112
16818,46,0,112
16819,49,1,112
16820,54,0,112
16821,55,0,112
16822,58,0,112
16823,60,0,112
16824,61,0,112
16825,62,0,112
16826,64,0,112
16827,65,0,112
16828,66,0,112
16829,67,0,112
16830,70,0,112
16831,71,0,112
16832,72,0,112
16833,73,0,112
16834,75,0,112
16835,76,0,112
16836,77,0,112
16837,78,0,112
16838,79,0,112
16839,80,0,112
16840,81,0,112
16841,85,0,112
16842,88,0,112
16843,89,0,112
16844,91,0,112
16845,92,0,112
16846,93,0,112
16847,94,0,112
16848,95,0,112
16849,97,0,112
16850,98,0,112
16851,99,0,112
16852,100,0,112
16853,101,0,112
16854,103,0,112
16855,107,0,112
16856,108,0,112
16857,112,0,112
16858,113,0,112
16859,114,0,112
16860,115,0,112
16861,116,0,112
16862,117,0,112
16863,118,0,112
16864,119,0,112
16865,121,0,112
16866,122,0,112
16867,123,0,112
16868,125,0,112
16869,126,0,112
16870,127,0,112
16871,128,0,112
16872,129,0,112
16873,130,0,112
16874,131,0,112
16875,132,0,112
16876,134,0,112
16877,135,0,112
16878,136,0,112
16879,138,0,112
16880,141,0,112
16881,142,0,112
16882,143,0,112
16883,144,0,112
16884,146,0,112
16885,147,0,112
16886,149,0,112
16887,150,0,112
16888,151,0,112
16889,152,0,112
16890,153,0,112
16891,154,0,112
16892,156,0,112
16893,157,0,112
16894,158,0,112
16895,159,0,112
16896,161,1,112
16897,162,1,112
16898,166,0,112
16899,167,0,112
16900,179,0,112
16901,181,0,112
16902,183,0,112
16903,186,0,112
16904,189,0,112
16905,191,0,112
16906,192,0,112
16907,193,0,112
16908,195,0,112
16909,197,0,112
16910,198,0,112
16911,200,0,112
16912,201,0,112
16913,202,0,112
16914,203,0,112
16915,204,0,112
16916,205,0,112
16917,206,0,112
16918,209,0,112
16919,210,0,112
16920,213,0,112
16921,214,0,112
16922,217,0,112
16923,218,0,112
16924,220,0,112
16925,221,0,112
16926,223,0,112
16927,224,0,112
16928,225,0,112
16929,226,0,112
16930,228,0,112
16931,229,0,112
16932,230,0,112
16933,232,0,112
16934,233,0,112
16935,234,0,112
16936,235,0,112
16937,236,0,112
16938,242,0,112
16939,243,0,112
16940,248,0,112
16941,249,0,112
16942,250,0,112
16943,251,0,112
16944,252,0,112
16945,254,0,112
16946,255,0,112
16947,258,0,112
16948,259,0,112
16949,260,0,112
16950,261,0,112
16951,262,0,112
16952,264,0,112
16953,265,0,112
16954,266,0,112
16955,267,0,112
16956,268,0,112
16957,269,0,112
16958,270,0,112
16959,271,0,112
16960,272,0,112
16961,274,0,112
16962,276,0,112
16963,277,0,112
16964,278,0,112
16965,279,0,112
16966,283,0,112
16967,284,0,112
16968,286,0,112
16969,287,1,112
16970,288,0,112
16971,301,0,112
16972,307,0,112
16973,308,0,112
16974,311,1,112
16975,312,0,112
16976,317,0,112
16977,324,0,112
16978,326,0,112
16979,327,0,112
16980,329,0,112
16981,333,0,112
16982,337,0,112
16983,340,0,112
16984,2,1,113
16985,4,1,113
16986,5,1,113
16987,6,1,113
16988,7,1,113
16989,10,1,113
16990,11,1,113
16991,12,1,113
16992,19,1,113
16993,20,1,113
16994,21,1,113
16995,22,1,113
16996,33,1,113
16997,34,1,113
16998,40,1,113
16999,44,0,113
17000,46,0,113
17001,49,1,113
17002,50,1,113
17003,58,0,113
17004,60,0,113
17005,62,0,113
17006,63,0,113
17007,64,0,113
17008,65,0,113
17009,67,0,113
17010,70,0,113
17011,72,0,113
17012,73,0,113
17013,78,0,113
17014,79,0,113
17015,80,0,113
17016,85,0,113
17017,88,0,113
17018,91,0,113
17019,92,0,113
17020,93,0,113
17021,94,0,113
17022,95,0,113
17023,97,0,113
17024,99,0,113
17025,100,0,113
17026,103,0,113
17027,104,0,113
17028,105,0,113
17029,106,0,113
17030,107,0,113
17031,108,0,113
17032,109,0,113
17033,114,0,113
17034,116,0,113
17035,117,0,113
17036,118,0,113
17037,121,0,113
17038,122,0,113
17039,123,0,113
17040,126,0,113
17041,127,0,113
17042,129,0,113
17043,131,0,113
17044,132,0,113
17045,134,0,113
17046,135,0,113
17047,136,0,113
17048,138,0,113
17049,139,0,113
17050,142,0,113
17051,143,0,113
17052,144,0,113
17053,146,0,113
17054,147,0,113
17055,156,0,113
17056,157,0,113
17057,158,0,113
17058,160,0,113
17059,162,1,113
17060,165,0,113
17061,167,0,113
17062,175,0,113
17063,186,0,113
17064,188,0,113
17065,189,0,113
17066,190,0,113
17067,192,0,113
17068,193,0,113
17069,198,0,113
17070,200,0,113
17071,202,0,113
17072,204,0,113
17073,206,0,113
17074,208,0,113
17075,209,0,113
17076,210,0,113
17077,218,0,113
17078,221,0,113
17079,223,0,113
17080,224,0,113
17081,225,0,113
17082,228,0,113
17083,229,0,113
17084,230,0,113
17085,231,0,113
17086,232,0,113
17087,233,0,113
17088,235,0,113
17089,236,0,113
17090,237,0,113
17091,239,0,113
17092,240,0,113
17093,242,0,113
17094,243,0,113
17095,246,0,113
17096,247,0,113
17097,248,0,113
17098,252,0,113
17099,254,0,113
17100,258,0,113
17101,260,0,113
17102,261,0,113
